job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline,complexity,scope_size,urgency,cat_Auto,cat_Chimney,cat_Cleaning,cat_Electrical,cat_Exterior,cat_Flooring,cat_General Contractor,cat_HVAC,cat_Handyman,cat_Landscaping,cat_Moving,cat_Painting,cat_Pest Control,cat_Plumbing,cat_Pool,cat_Remodeling,cat_Roofing,deadline_I'm flexible,deadline_Within 1 month,deadline_Within 1-2 weeks,booking_month_numeric,interval_width,interval_width_ratio,cat_is_prod,price_is_high,interval_is_wide
job_000063,General Contractor,General Contractor,18526,2026-01,General Contractor,1009,12172,6590,7180.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,11163,11.063429126795413,0,0,1
job_000064,Pest Control,Termites,59295,2026-01,Termite inspection and treatment,348,1793,1070,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1445,4.152298838642819,0,0,0
job_000065,Moving,Moving,68170,2026-02,Moving,227,1760,993,1037.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1533,6.753303935007472,0,0,0
job_000066,Electrical,Panel Upgrade,33227,2026-03,Install ceiling fan,170,2401,1285,,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2231,13.123529334567476,1,0,0
job_000067,Painting,Cabinet,35123,2026-03,Exterior house painting,274,1876,1075,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,1602,5.846715307128776,0,0,0
job_000068,HVAC,Thermostat,10232,2026-03,AC unit repair and maintenance,187,3603,1895,1783.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,3416,18.267379581457863,1,0,0
job_000069,Plumbing,Leak Repair,93671,2026-01,Replace kitchen sink shutoff valve (you supply valve),105,1260,682,668.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1155,10.999999895238096,1,0,0
job_000070,Painting,Exterior,30153,2026-01,Paint interior bedroom walls,364,1958,1161,1182.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1594,4.379120867090327,0,0,0
job_000071,Painting,Interior,46973,2026-02,Paint interior bedroom walls,372,2499,1435,1560.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2127,5.717741920113597,0,0,0
job_000072,Landscaping,Landscaping,17490,2026-01,Landscaping,168,1274,721,688.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,1106,6.583333294146826,1,0,0
job_000073,Painting,Cabinet,93404,2026-02,Exterior house painting,267,2747,1507,1631.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2480,9.288389478320639,0,0,0
job_000074,Exterior,Exterior,81908,2026-04,Exterior,556,2936,1746,2057.0,I'm flexible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,2380,4.280575531869468,1,0,0
job_000075,General Contractor,General Contractor,61524,2026-01,General Contractor,1027,8301,4664,5454.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7274,7.082765329033334,0,0,1
job_000076,HVAC,Thermostat,61929,2026-03,Install new thermostat,230,2367,1298,1356.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2137,9.291304307429112,1,0,0
job_000077,Chimney,Chimney,61378,2026-04,Chimney,246,1646,946,836.0,Within 1 month,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1400,5.691056887434728,0,0,0
job_000078,Landscaping,Landscaping,37309,2026-04,Landscaping,209,1420,814,938.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,1211,5.794258345482017,1,0,0
job_000079,Pest Control,General,75994,2026-02,Rodent control and sealing,327,1880,1103,1232.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,1553,4.749235459482461,0,0,0
job_000080,Exterior,Exterior,30468,2026-01,Exterior,559,3413,1986,,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2854,5.105545608040169,1,0,0
job_000081,Appliance Repair,Appliance Repair,24059,2026-02,Appliance Repair,246,2262,1254,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2016,8.19512191790601,0,0,0
job_000082,Exterior,Exterior,98834,2026-03,Exterior,427,3526,1976,2039.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,3099,7.257611224221051,1,0,0
job_000083,Cleaning,Carpet Cleaning,95663,2026-01,"Exterior window wash, 2-story, 20 windows",95,1246,670,725.0,I'm flexible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1151,12.115789346149587,1,0,0
job_000084,Moving,Moving,76152,2026-01,Moving,180,1791,985,806.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1611,8.949999950277778,0,0,0
job_000085,Flooring,Flooring,83766,2026-02,Flooring,158,2370,1264,1116.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2212,13.999999911392406,0,0,0
job_000086,Cleaning,General Cleaning,21110,2026-01,Window washing service,93,1029,561,496.0,As soon as possible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,936,10.064516020811656,1,0,0
job_000087,Electrical,Panel Upgrade,93761,2026-04,Repair faulty electrical panel,165,1520,842,867.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1355,8.212121162350781,1,0,0
job_000088,Exterior,Exterior,90866,2026-04,Exterior,443,3726,2084,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3283,7.410835197718205,1,0,0
job_000089,Pest Control,Rodents,57916,2026-04,Termite inspection and treatment,244,1866,1055,1080.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1622,6.647540956362537,0,0,0
job_000090,Landscaping,Landscaping,51814,2026-03,Landscaping,247,1611,929,965.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1364,5.522267184120376,1,0,0
job_000091,Exterior,Exterior,59888,2026-01,Exterior,438,3713,2075,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3275,7.477168932700527,1,0,0
job_000092,Landscaping,Landscaping,19289,2026-03,Landscaping,162,1652,907,828.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1490,9.19753080742265,1,0,0
job_000093,Remodeling,Remodeling,74835,2026-02,Remodeling,206,2423,1314,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,2217,10.76213587008672,0,0,0
job_000094,Handyman,Handyman,46991,2026-03,Handyman,91,410,250,254.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,319,3.5054944669725883,1,0,0
job_000095,Moving,Moving,28033,2026-02,Moving,226,1944,1085,884.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,1718,7.601769877868275,0,0,0
job_000096,Landscaping,Landscaping,36654,2026-02,Landscaping,249,1645,947,1037.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,1396,5.606425680295479,1,0,0
job_000097,Handyman,Handyman,36460,2026-01,Handyman,69,616,342,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,547,7.92753611699223,1,0,0
job_000098,Electrical,Wiring,25769,2026-03,Repair faulty electrical panel,146,1807,976,,Within 1-2 weeks,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1661,11.376712250844436,1,0,0
job_000099,Auto,Auto,93404,2026-01,Auto,193,1816,1004,,Within 1 month,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1623,8.409326381298827,0,0,0
job_000100,Exterior,Exterior,91140,2026-03,Exterior,461,3137,1799,1746.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2676,5.804772221681622,1,0,0
job_000101,Pest Control,Bed Bugs,55927,2026-04,"Bed bug heat treatment, 2BR apartment",260,1709,984,1129.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,1449,5.573076901642012,0,0,0
job_000102,Exterior,Exterior,92300,2026-01,Exterior,605,3704,2154,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3099,5.122314041120142,1,0,0
job_000103,Auto,Auto,45609,2026-01,Auto,207,1751,979,1089.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1544,7.45893716203412,0,0,0
job_000104,Flooring,Flooring,97587,2026-04,Flooring,156,1911,1033,848.0,I'm flexible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1755,11.249999927884616,0,0,0
job_000105,Landscaping,Landscaping,86080,2026-01,Landscaping,150,1760,955,930.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1610,10.733333261777778,1,0,0
job_000106,Roofing,Roofing,82288,2026-04,Roofing,176,1885,1030,1157.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4,1709,9.710227217555527,0,0,0
job_000107,Plumbing,Drain Cleaning,99642,2026-02,Replace kitchen sink shutoff valve (you supply valve),80,1282,681,598.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1202,15.024999812187502,1,0,0
job_000108,Exterior,Exterior,85447,2026-04,Exterior,520,2332,1426,1178.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1812,3.484615377914201,1,0,0
job_000109,General Contractor,General Contractor,35713,2026-04,General Contractor,930,8184,4557,5227.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,7254,7.7999999916129035,0,0,1
job_000110,Moving,Moving,76868,2026-01,Moving,249,1956,1102,1131.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1707,6.855421659215174,0,0,0
job_000111,Cleaning,General Cleaning,62991,2026-03,Window washing service,79,789,434,481.0,As soon as possible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,710,8.98734165838808,1,0,0
job_000112,Landscaping,Landscaping,56273,2026-02,Landscaping,243,1393,818,918.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,1150,4.7325102685904925,1,0,0
job_000113,Landscaping,Landscaping,80782,2026-04,Landscaping,159,1667,913,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,1508,9.48427666991021,1,0,0
